"business_name","business_address","business_city","business_state","business_zip","contact_name","primary_phone","email_address","major_field_of_operation","commodity_code_description"
"SUPERIOR GLASS AND METAL LLC","445 WEST MAIN ST","WYCKOFF","NJ","7481","KENNETH WARNET","(201)560-0500","MICHELLEW@SUPERIORGLASS.ORG","FURNISH, FABRICATE AND INSTALL ALUMINUM STOREFRONT ENTRANCES, GLASS AND MIRRORS","POTATOES  |  WINDOWS, FRAMES AND SASHES, ALUMINUM  |  CONSTRUCTION SERVICES, TRADES, NEW CONSTRUCTION  |  ALUMINUM EXTRUSIONS, FABRICATING WINDOW AND DOOR SCREENS  |  DOORS, ALUMINUM AND GLASS, ALL TYPES  |  DOORS, NON-CORROSIVE  |  MIRRORS, SAFETY AND SECURITY, NON-GLASS, FLAT TYPE (FOR PRISON OR HIGH RISK AREAS) (INCLUDING PARTS AND ACCESSORIES)  |  GLASS, HEAT-TEMPERED SAFETY, FULLY TEMPERED  |  GLASS, HEAT-TEMPERED, PARTIALLY TEMPERED  |  GLASS, MIRROR  |  GLASS, ANNEALED  |  WINDOWS AND DOORS INCLUDING PARTS AND ACCESSORIES  |  DOORS AND WINDOWS  |  ACRYLIC SHEETS, METHYL METHACRYLATE, PLEXIGLASS"
"INTERNATIONAL ASBESTOS TESTING LABORATORIES, INC.","9000 COMMERCE PARKWAY, SUITE B","MOUNT LAUREL","NJ","8054","ERIC SNYDER","(856)231-9449","ACCOUNTING@IATL.COM","ENVIRONMENTAL LABORATORY TESTING","TRACTOR (FARM AND GARDEN) PARTS  |  ENVIRONMENTAL AND ECOLOGICAL SERVICES  |  ENVIRONMENTAL SERVICES (NOT OTHERWISE CLASSIFIED)  |  INDUSTRIAL HYGIENE TESTING SERVICES  |  LEAD AND ASBESTOS INSPECTION SERVICES  |  LABORATORY AND FIELD TESTING SERVICES, INCLUDING HAZARDOUS WASTE, (NOT OTHERWISE CLASSIFIED)  |  CHEMICAL LABORATORY SERVICES  |  CHEMICAL TESTING SERVICES (SEE 962-22 FOR LABORATORY TESTING)"
"830 PARTNERS, LLC (AKA) LEANFORWARD","27 WATERFORD DRIVE","BORDENTOWN","NJ","8505","CHRIS DELUCA","(609)298-0402","CDELUCA@LEANFORWARD.COM","WE ARE A TRAINING CONSULTING AND DEVELOPMENT FIRM.  OUR MAIN BUSINESS IS DEVELOPING CUSTOM ELEARNING TRAINING MODULES.","EDUCATION AND TRAINING CONSULTING  |  COMPUTER INSTRUCTIONAL AIDS AND TRAINING DEVICES  |  PROFESSIONAL: COMPUTER TRAINING, E-LEARNING, HOSPITAL/PHARMACY, LEGAL, ETC. SOFTWARE, MICROCOMPUTER  |  SOFTWARE FOR COMPUTER SOFTWARE TRAINING, MICROCOMPUTER  |  EDUCATIONAL SERVICES, ALTERNATIVE  |  IN-SERVICE TRAINING, EMPLOYEES  |  MISCELLANEOUS PRODUCTS (NOT OTHERWISE CLASSIFIED)  |  SAFETY TRAINING AND AWARENESS SERVICES, INCLUDING HIGHWAY SAFETY, BOATING, SEAT BELT, CPR AND AED TRAINING  |  TRAINING, COMPUTER BASED, SOFTWARE SUPPORTED  |  EDUCATIONAL AND TRAINING SERVICES  |  COURSE DEVELOPMENT SERVICES, INSTRUCTIONAL AND TRAINING  |  TRAINING AND INSTRUCTION SERVICES, CLIENTS, NOT STAFF  |  TRAINING, NON-STATE EMPLOYEES  |  PROFESSIONAL: ELEARNING, HOSPITAL AND PHARMACY, LEGAL, COMPUTER TRAINING, ETC., MAINFRAMES AND SERVERS  |  MANUALS: PARTS, PERSONNEL, POLICY, PURCHASING, TRAINING, ETC., (NOT OTHERWISE CLASSIFIED)  |  INSTRUCTIONAL AIDS: COURSES, LESSON PLANS, PREPARED, PROGRAMS, ANCILLARY MATERIALS, DVDS, ETC. (SEE CLASS 715 FOR TEXTBOOKS)"
"BENMAR CONDITIONAIRE CORP.","65 CLIFTON BLVD","CLIFTON","NJ","7015","LISA STASZAK","(973)473-5500","OFFICE@BENMAR.COM","COMMERCIAL HVAC CONTRACTOR.  WE INSTALL HVAC SYSTEMS AND DUCTWORK","AIR CONDITIONING, HEATING, AND VENTILATING EQUIPMENT, PARTS AND ACCESSORIES"
"C & S FENCING, INC.","75-77 MIDLAND AVE","ELMWOOD PARK","NJ","7407","ANTONINO SPINELLA","(201)797-5440","PROCUREMENT@C-SFENCE.COM","INSTALLING ALL TYPE OF FENCE AND GATES, MOTORIZED GATES, ACCESS CONTROL, BOLLARDS","FENCING  |  FENCING, CHAIN LINK, INCLUDING FABRIC, GATES, PANELS, POSTS AND FITTINGS  |  FENCING, WROUGHT IRON, INCLUDING COMPONENTS  |  FENCING, PLASTIC  |  FENCING, ORNAMENTAL  |  ELECTRIC FENCE CONTROLLERS AND ACCESSORIES  |  POSTS, TREATED AND UNTREATED, INCLUDING WOODEN GUARD RAIL POSTS, (SEE 570-28 FOR METAL POSTS)  |  GUARD RAILS AND ACCESSORIES: BOLTS, POSTS, TERMINAL ENDS, WASHERS, ETC. (SEE 540-73 FOR WOOD POSTS)  |  MISCELLANEOUS PRODUCTS (NOT OTHERWISE CLASSIFIED)  |  BUMPER AND GUARD RAILS, POLY. (SEE CLASS 570 FOR METAL TYPE)  |  ACCESS CONTROL SYSTEMS AND SECURITY SYSTEMS  |  FACILITIES AND OTHER IMPROVEMENTS, FENCES  |  FENCE INSTALLATION, MAINTENANCE AND REPAIR"
"LONGO ASSOCIATES, INC.","100 HILLTOP RD","RAMSEY","NJ","7446","JANET CARNESALE","(201)825-1500","JCARNESALE@LONGOINC.COM","PROVIDES LABORATORY EQUIPMENT AND FURNITURE, SCHOOL AND LIBRARY FURNITURE, CASEWORK, AND AUDITORIUM SEATING.","ADDRESSING, COPYING, MIMEOGRAPH, AND DUPLICATING MACHINE SUPPLIES: CHEMICALS, INKS, PAPER, ETC.  |  FURNITURE: HEALTH CARE, HOSPITAL AND DOCTOR'S OFFICE  |  FURNITURE: LABORATORY  |  CABINETS, STORAGE, FLOOR AND WALL  |  CASEWORK, METAL  |  CASEWORK, WOOD  |  FUME HOODS, LAMINAR FLOW HOODS, BIOLOGICAL CABINETS AND ISOLATORS, ETC.  |  SERVICE FIXTURES: COCKS, CONNECTORS, SINK TRAPS, VALVES, ETC.  |  TABLES, LABORATORY TYPE  |  FURNITURE: CAFETERIA, CHAPEL, COURTROOM, DORMITORY, HOUSEHOLD, LIBRARY, LOUNGE, SCHOOL  |  ARTS AND CRAFTS FURNITURE, TABLES, ETC.  |  AUDITORIUM, STADIUM, TEAM SEATING FURNITURE AND BLEACHERS  |  CASEWORK AND CABINETS, CUSTOM, ALL TYPES  |  FURNISHINGS (NOT OTHERWISE CLASSIFIED)  |  INSTITUTIONAL FURNITURE, ALL TYPES  |  LIBRARY SHELVING, METAL  |  LIBRARY SHELVING, WOOD  |  LIBRARY FURNITURE: BOOK TRUCKS, CARD CABINETS, CARRELS, CHAIRS, CURB-SIDE BOOK RETURNS, DICTIONARY STANDS, STEP STOOLS, TABLES, ETC.  |  SCHOOLROOM FURNITURE; PLASTIC, POLYPROPYLENE, FIBERGLASS TYPE: CABINETS, CHAIRS, DESKS, ETC., INCLUDING STACKING TYPES  |  SCHOOLROOM FURNITURE, WOOD: CABINETS, CHAIRS, DESKS, ETC.  |  FURNITURE: OFFICE  |  BOOKCASES AND BOOKSHELVES, METAL AND WOOD"
"FRALINGER ENGINEERING P A (AKA) FRALINGER ENGINEERING PA","629 SHILOH PIKE","BRIDGETON","NJ","8302","LYNDA ELIA","(856)451-2990","LYNDA@FRALINGER.COM","PROFESSIONAL LAND SURVEYING AND CIVIL ENGINEERING FIRM","FERTILIZER APPLICATORS AND FITTINGS: LIQUID AND GAS  |  ENGINEERING CONSULTING  (INACTIVE, PLEASE SEE COMMODITY CODE 907-40 EFFECTIVE JANUARY 1, 2016)  |  ENGINEERING SERVICES, PROFESSIONAL  |  CIVIL ENGINEERING  |  DAM ENGINEERING  |  DRAINAGE ENGINEERING  |  ENVIRONMENTAL ENGINEERING  |  GENERAL CONSTRUCTION: MANAGEMENT, SCHEDULING, COST ESTIMATION ENGINEERING  |  HIGHWAYS, STREETS, AIRPORT PAY-PARKING LOTS ENGINEERING  |  INSPECTING, GENERAL ENGINEERING  |  LAND DEVELOPMENT AND PLANNING ENGINEERING  |  MUNICIPAL ENGINEERING  |  SANITARY ENGINEERING  |  SURVEYOR SERVICES, LAND  |  PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED)"
"SHAINA FISHMAN PHOTOGRAPHY LLC","344 GROVE STREET , PMB 62235","JERSEY CITY","NJ","7302","SHAINA FISHMAN","(917)363-8393","STUDIO@SHAINAFISHMAN.COM","PHOTOGRAPHY, COMMISSIONED BY AD AND DESIGN AGENCIES TO CREATE IMAGERY FOR PACKAGING, ADVERTISING, AND MARKETING. COMMISSIONED BY INDIVIDUALS FOR PORTRAIT SESSIONS.","PHOTOGRAPHS  |  PHOTOGRAPHY SERVICES, NOT INCLUDING AERIAL PHOTOGRAPHY"
"DUALL BUILDING RESTORATION, INC.","531 UNION MILL ROAD","MT. LAUREL","NJ","8054","ROBERT  ATKINSON","(856)273-8200","DUALLINFO@COMCAST.NET","GENERAL CONSTRUCTION","CORN  |  AGRICULTURAL EQUIPMENT AND IMPLEMENT PARTS  |  CAULKING COMPOUNDS, BULK OR CARTRIDGE TYPE  |  COATINGS, PROTECTIVE, POLYURETHANE, ETC.  |  FILLERS AND SEALERS, MASONRY: BLOCK FILLERS, WATER REPELLENT SOLUTIONS, ETC.  |  FILLERS AND SEALERS, WALLBOARD  |  FILLERS AND SEALERS, METAL  |  FILLERS AND SEALERS, WOOD: PASTE, PLASTIC WOOD, SANDING SEALERS, ETC.  |  FILLERS AND SEALERS, FIBERGLASS  |  PUTTY, GLAZING, METAL AND WOOD SASH  |  PUTTY: LACQUER, PLUMBERS, TAPE  |  REMODELING AND ALTERATION SERVICES  |  SANDBLASTING SERVICES, BUILDINGS (SEE 968-67 FOR ALL OTHER TYPES)  |  CONSTRUCTION SERVICES, GENERAL, INCLUDING MAINTENANCE AND REPAIR SERVICES)"
"FAI-GON ELECTRIC, INC","140 11TH STREET","PISCATAWAY","NJ","8854","THOMAS FAIR","(732)968-9400","INFO@FAI-GON.COM","ELECTRICAL CONTRACTING WITH A SPECIALTY IN TRAFFIC SIGNALS AND HIGHWAY LIGHTING","PAPER, CHEMICALS, AND SUPPLIES. THERMAL PROCESS COPYING MACHINES, (SEE 305-39 FOR DIAZO PROCESS COPY MACHINES)  |  CONSTRUCTION SERVICES, GENERAL, INCLUDING MAINTENANCE AND REPAIR SERVICES)  |  CONSTRUCTION SERVICES, TRADES, NEW CONSTRUCTION"
"TRILOGIX CONSULTING, LLC","500 NORTH FRANKLIN TURNPIKE, SUITE 216","RAMSEY","NJ","7446","ANDREW BORGLUM","(201)327-3100","ABORGLUM@TRILOGIXLLC.COM","CONSTRUCTION CPM SCHEDULING AND CLAIMS ASSISTANCE","GENERAL CONSTRUCTION: MANAGEMENT, SCHEDULING, COST ESTIMATION ENGINEERING  |  CONSTRUCTION CONSULTING  |  GRINDING MILLS: SEED, GRAIN, DRIED VEGETABLE"
"THRIVEN DESIGN, INCORPORATED (AKA) KITCHEN & ASSOCIATES","756 HADDON AVE","COLLINGSWOOD","NJ","8108","MATTHEW BARTNER","(856)854-1880","MBARTNER@THRIVEN.DESIGN","ARCHITECTURE, ENGINEERING, AND RELATED DESIGN SERVICES","COUNTERS, ACRE  |  PROCESSING MACHINERY AND EQUIPMENT AGRICULTURAL ENVIRONMENTAL: ANEROBIC DIGESTERS, WASTE TO ENERGY  |  TREE AND ROOT CUTTERS AND STUMP GRINDERS, TRACTOR MOUNTED  |  AGRICULTURAL EQUIPMENT AND IMPLEMENT PARTS  |  ARCHITECTURAL SERVICES, PROFESSIONAL  |  ARCHITECT SERVICES, PROFESSIONAL, (NOT OTHERWISE CLASSIFIED), INCLUDING CONSULTING  |  BUILDINGS, ARCHITECTURAL DESIGN SERVICES  |  DESIGN BUILD, ARCHITECTURAL SERVICES (INACTIVE, EFFECTIVE JANUARY 1, 2016)  |  ENERGY CONSERVATION; NEW ENERGY SOURCES, SOLAR, ETC., ARCHITECTURAL SERVICES  |  GENERAL CONSTRUCTION, ARCHITECTURAL SERVICES  |  GRAPHIC DESIGN, ARCHITECTURAL SERVICES  |  HISTORICAL PRESERVATION  |  INTERIOR DESIGN, DECORATING, SPACE PLANNING, EXHIBITS AND DISPLAYS  |  LAND DEVELOPMENT AND PLANNING, ARCHITECTURAL SERVICES  |  PLANNING, URBAN, COMMUNITY, REGIONAL, AREA WIDE, AND STATE  |  PLANNING, SITE, INSTALLATION AND PROJECT  |  ARCHITECTURAL CONSULTING  (INACTIVE, PLEASE SEE COMMODITY CODE 906-07 EFFECTIVE JANUARY 1, 2016)  |  FEASIBILITY STUDIES, CONSULTING  |  ROOFING CONSULTING  |  ENGINEERING SERVICES, PROFESSIONAL  |  AIR CONDITIONING ,HEATING AND VENTILATING ENGINEERING  |  ELECTRICAL ENGINEERING, INCLUDING COGENERATION DESIGN SERVICES  |  ENGINEER SERVICES, PROFESSIONAL (INACTIVE, EFFECTIVE JANUARY 1, 2016)  |  ENERGY MANAGEMENT ENGINEERING  |  FIRE PROTECTION ENGINEERING  |  MECHANICAL ENGINEERING"
"J.V. PALMONARI, INC.","1234 TUCKAHOE RD","MILMAY","NJ","8340","MICHAEL FLEM","(609)476-2642","FLEMJVP@COMCAST.COM","STRUCTURAL STEEL FABRICATION","MISCELLANEOUS PRODUCTS (NOT OTHERWISE CLASSIFIED)"
"GEESE CHASERS, LLC","4 MILTON DRIVE","MEDFORD","NJ","8055","DEBORAH  NELSON YOUNG","(856)912-2764","DEBORAH@GEESECHASERS.COM","PROFESSIONAL GEESE REMOVAL SERVICES
RESPECTFULLY ELIMINATE BOTHERSOME GEESE ON OPEN SPACES WITH THE FASTEST, MOST EFFECTIVE, RELIABLE AND HUMANE METHOD POSSIBLE ? HIGHLY TRAINED BORDER COLLIES","MISCELLANEOUS PRODUCTS (NOT OTHERWISE CLASSIFIED)  |  ANIMALS, BIRDS, MARINE LIFE, INSECTS AND POULTRY, LIVE, INCLUDING ACCESSORY ITEMS  |  GEESE CONTROL SERVICES  (INACTIVE, PLEASE SEE COMMODITY CODE 962-06 EFFECTIVE JANUARY 1, 2016)  |  ANIMAL CARE, ANIMAL CONTROL, ANIMAL HEALTH, ANIMAL SHELTER, ANIMAL TRAPPING, ANIMAL PRODUCTION (BREEDING), ANIMAL TRAINING SERVICES, ETC., INCLUDING PET SERVICES, ALL TYPES"
"BUTLER ENGINEERING ASSOCIATES, INC. (AKA) BUTLER WATER CORRECTIONS","43 HOVEY AVE","HAMILTON TWP","NJ","8610","CHAD  HETZELL","(908)688-3300","CHETZELL@BUTLERWC.COM","WATER TREATMENT FOR INDUSTRIAL HEATING AND COOLING WATER.","CONTROLS, COOLING TOWER WATER TREATMENT: PH, CONDUCTIVITY, CORROSION SENSORS  |  COOLING TOWER WATER TREATMENT: NON-CHEMICAL OZONE, CENTRIFUGAL SEPARATORS, MAGNETIC DESCALING EQUIP. (SEE CLASS 885 FOR CHEMICAL TYPES)  |  WATER AND WASTEWATER TREATING CHEMICALS  |  ACTIVATED CARBON AND FILTER ELEMENTS  |  ALGAE AND MICROBE CONTROL CHEMICALS, COPPER SULFATE, ETC. (INACTIVE, PLEASE SEE COMMODITY CODE 885-16 EFFECTIVE JANUARY 1, 2016)  |  ALGAE AND MICROBE CONTROL CHEMICALS, AIR CONDITIONING AND COOLING WATER  |  BIOLOGICAL MAINTAINERS, BACTERIA, ENZYMES, ETC.  |  BOILER WATER CHEMICAL TREATING COMPOUNDS  |  DESCALING COMPOUNDS  |  HARDNESS CONTROL CHEMICALS: CHELATING AGENTS, PHOSPHONATES, POLYPHOSPHATES, POLYMER FLOCCULANTS, ETC.  |  REAGENTS, BUFFER, WATER TREATMENT  |  WATER TREATING CHEMICALS (NOT OTHERWISE CLASSIFIED)  |  COMPLETE WATER TREATMENT SYSTEMS, CHEMICAL"
"B&N&K RESTORATION CO., INC.","223 RANDOLPH AVE","CLIFTON","NJ","7011","ALEKSANDAR KURIDZA","(973)478-4681","BNKCORP223@GMAIL.COM","BNK DOES GENERAL CONSTRUCTION, ASBESTOS, MOLD AND LEAD ABATEMENT FOR PRIVATE, COMMERCIAL AND GOVERNMENTAL AGENCIES.","ASBESTOS ABATEMENT EQUIPMENT AND SUPPLIES  |  BUILDING CONSTRUCTION SERVICES, NEW, INCLUDING MAINTENANCE AND REPAIR SERVICES  |  BUILDING CONSTRUCTION, INDUSTRIAL, WAREHOUSE, ETC.  |  BUILDING CONSTRUCTION, NON-RESIDENTIAL, OFFICE BLDG., ETC.  |  BUILDING CONSTRUCTION, RESIDENTIAL, APARTMENTS, ETC.  |  BUILDING CONSTRUCTION, COMMERCIAL AND INSTITUTIONAL  |  INSULATION AND ASBESTOS INSTALLATION, MAINTENANCE, REPAIR AND REMOVAL SERVICES, INCLUDING SPRAY-ON INSULATION  |  LEAD ABATEMENT SERVICES  |  CONSTRUCTION SERVICES, GENERAL, INCLUDING MAINTENANCE AND REPAIR SERVICES)  |  CONSTRUCTION SERVICES, HAZARDOUS WASTE, INCLUDING SITE MANAGEMENT  |  REMEDIATION SERVICES, ENVIRONMENTAL, INCLUDING REHABILITATION SERVICES HAZARDOUS WASTE AND MOLD REMEDIATION  |  PARK AREA CONSTRUCTION AND RENOVATION"
"AWT ENVIRONMENTAL SERVICES, INC.","32 BIRCH STREET","OLD BRIDGE","NJ","8857","MELISSA NEMETH","(732)613-1660","MNEMETH@AWTENV.COM","FULL SERVICE REMEDIATION COMPANY PROVIDING REMEDIATION, GROUND WATER SYSTEMS, WASTE MANAGEMENT, WELL DRILLING, TANK CLEAN REMOVAL, BUILDING DECONTAMINATION","AGRICULTURAL CROPS AND GRAINS, PURCHASED LOCALLY  |  BARLEY  |  HOPS  |  POTATOES  |  ENVIRONMENTAL AND ECOLOGICAL SERVICES  |  CONTAMINATED GROUNDWATER SERVICES, INCLUDING DISCHARGE PIPE INSTALLATION  |  CONTAMINATED SOIL SERVICES  |  ENVIRONMENTAL SERVICES (NOT OTHERWISE CLASSIFIED)  |  HYDRAULIC PUSH PROBE, GEOPROBE SERVICES  |  OIL AND PETROLEUM SPILL SERVICES, INCLUDING REMOVAL OF USED PETROLEUM PRODUCTS  |  REMEDIATION SERVICES, ENVIRONMENTAL, INCLUDING REHABILITATION SERVICES HAZARDOUS WASTE AND MOLD REMEDIATION  |  TANK TESTING AND DISPOSAL SERVICES, STORAGE, INCLUDING UNDERGROUND TYPES"
"THE MUSIAL GROUP, P.A.","191 MILL LANE","MOUNTAINSIDE","NJ","7092","NOEL MUSIAL","(908)232-2860","NSMUSIAL@THEMUSIALGROUP.COM","ARCHITECTURAL, PLANNING , INTERIOR DESIGN FIRM PROVIDING PROFESSIONAL ARCHITECTURE, PLANNING AND INTERIOR DESIGN SERVICES TO VARIOUS MUNICIPALITIES AND COUNTIES AS WELL AS PRIVATE INDUSTRY.","COUNTERS, ACRE  |  TREE AND ROOT CUTTERS AND STUMP GRINDERS, TRACTOR MOUNTED  |  ARCHITECTURAL SERVICES, PROFESSIONAL  |  ARCHITECT SERVICES, PROFESSIONAL, (NOT OTHERWISE CLASSIFIED), INCLUDING CONSULTING  |  BUILDINGS, ARCHITECTURAL DESIGN SERVICES  |  FIRE PROTECTION, ARCHITECTURAL SERVICES  |  HEATING; VENTILATING; AIR CONDITIONING, ARCHITECTURAL SERVICES  |  LANDSCAPE, ARCHITECTURAL SERVICES  |  LAND DEVELOPMENT AND PLANNING, ARCHITECTURAL SERVICES  |  LIGHTING, INTERIOR, EXTERIOR, ARCHITECTURAL SERVICES  |  RECREATION FACILITIES, PARKS, MARINAS, ETC., ARCHITECTURAL SERVICES  |  SECURITY SYSTEMS; INTRUDER AND SMOKE DETECTION, ARCHITECTURAL SERVICES  |  ARCHITECTURAL CONSULTING  (INACTIVE, PLEASE SEE COMMODITY CODE 906-07 EFFECTIVE JANUARY 1, 2016)"
"Z PLUS ARCHITECTS LLC","240 WEST CRESCENT AVE, STE D","ALLENDALE","NJ","7401","MARY SCRO","(201)785-8855","MARY@ZPLUSARCHITECTS.COM","Z+ ARCHITECTS IS AN ARCHITECTURAL AND INTERIOR DESIGN FIRM.","COUNTERS, ACRE  |  ARCHITECTURAL SERVICES, PROFESSIONAL  |  BUILDINGS, ARCHITECTURAL DESIGN SERVICES  |  ARCHITECT SERVICES, PROFESSIONAL, (NOT OTHERWISE CLASSIFIED), INCLUDING CONSULTING"
"BILLY CONTRACTING & RESTORATION, INC. (AKA) BILLY CONTRACTING & RESTORATION INC","61 ROSE PLACE","WOODLAND PARK","NJ","7424","BLAGOJCE RUNTEVSKI","(973)396-2579","BILLY@BILLYCONTRACTING.COM","GENERAL CONTRACTING","CONSTRUCTION SERVICES, GENERAL, INCLUDING MAINTENANCE AND REPAIR SERVICES)  |  INSULATION AND FINISH SYSTEMS, EXTERIOR"
"CIPRIANO ENTERPRISES, INC.","74 ETHEL AVENUE","HAWTHORNE","NJ","7506","GERARD CIPRIANO","(973)304-0500","BARBARA@RFCEXCAVATING.COM","EXCAVATION SERVICES, GRADING, DRAINAGE/STORMWATER, RESIDENTIAL/COMMERCIAL DEMOLITION, WATER/SEWER MAIN INSTALLATION/REPAIR, UNDERGROUND UTILITY TRENCHWORK, SITE WORK/DEVELOPMENT, LANDSCAPE CONSTRUCTION, CONCRETE AND ASPHALT REPAIR/INSTALLATIONS","CONSTRUCTION SERVICES, HEAVY, INCLUDING MAINTENANCE AND REPAIR SERVICES  |  CONSTRUCTION, CURB AND GUTTER, INCLUDING MAINTENANCE, REPAIR, AND REMOVAL SERVICES  |  CONSTRUCTION SERVICES, TRADES, NEW CONSTRUCTION"
"LABSCAPE, LLC (AKA) LABSCAPE","100 HILLTOP ROAD","RAMSEY","NJ","7446","JANET CARNESALE","(800)898-6649","JCARNESALE@LABSCAPE.COM","LABSCAPE'S LAB PLANNING SERVICES INCLUDE AN ASSESSMENT OF EXISTING SPACE AND A DESIGN CONSULTATION TO DESIGN A FLEXIBLE NEW LABORATORY WORKSPACE, TAILORED TO SPECIFIC NEEDS.","FURNITURE: LABORATORY  |  CASEWORK, METAL  |  CASEWORK, WOOD  |  LABORATORY EQUIPMENT,  ACCESSORIES, AND SUPPLIES: BIOCHEMISTRY, CHEMISTRY, ENVIRONMENTAL SCIENCE, ETC."
"JRD CONSTRUCTION MANAGEMENT, INC. (AKA) JRD CONSTRUCTION, INC.","34 TICE RD  UNIT 2","FARMINGDALE","NJ","7727","RICHARD DEGENNARO","(732)919-3292","RICHDEG1220@GMAIL.COM","CONSTRUCTION RENOVATIONS AND NEW CONSTRUCTION","BUILDING CONSTRUCTION SERVICES, NEW, INCLUDING MAINTENANCE AND REPAIR SERVICES  |  CONSTRUCTION SERVICES, GENERAL, INCLUDING MAINTENANCE AND REPAIR SERVICES)  |  BUILDING MAINTENANCE, INSTALLATION AND REPAIR SERVICES"
"QUALIMAX, LLC","65 RAILROAD AVE, SUITE 205","RIDGEFIELD","NJ","7657","FERIAL ARVANAGHI","(201)313-3353","INFO@QUALIMAXLLC.COM","ANALYTICAL AND MICROBIAL TESTING FOR COSMETIC INDUSTRY.","CHEMICAL LABORATORY SERVICES  |  CHEMICAL TESTING SERVICES (SEE 962-22 FOR LABORATORY TESTING)"
"MOORE CONSULTING ENGINEERS LLC (AKA) MOORE CONSULTING ENGINEERS LLC","22 VALE DRIVE","TABERNACLE","NJ","8088","JEFFREY MOORE","(609)268-0500","JEFF@JAMOORE.NET","MOORE CONSULTING ENGINEERS IS A TEAM OF ENGINEERING AND DESIGN SPECIALISTS WHOSE EXPERTISE ENCOMPASSES AREAS OF ENGINEERING INCL:HVAC,PLUMBING,LIGHT & ELECTRIC DISTRIBUTION,PHOTOVOLTAIC SYSTEMS,FIRE PROT. & ALARM, SECURITY & SURVEILLANCE AND LEED PROJEC.","TREE AND ROOT CUTTERS AND STUMP GRINDERS, TRACTOR MOUNTED  |  ENGINEERING SERVICES, PROFESSIONAL"
"MACK INDUSTRIES, INC. (AKA) MACK INDUSTRIES INC.","560 PERRY STREET","TRENTON","NJ","8618","DESIREE MCNULTY","(609)396-9257","MCNULTY.DESIREE@GMAIL.COM","HVAC SALES AND SERVICE","AIR CONDITIONING, HEATING, AND VENTILATING EQUIPMENT, PARTS AND ACCESSORIES  |  AIR CONDITIONING AND HEATING CENTRAL AIR SYSTEMS, INCLUDING PARTS AND ACCESSORIES, (NOT OTHERWISE CLASSIFIED)  |  BLOWERS, INDUSTRIAL TYPES  |  CONTROLS, LIMIT SWITCHES, RELAYS, THERMOSTATS, GAS VALVES, ETC.  |  FURNACES, CENTRAL HEATING TYPE, FORCED AIR, GAS FIRED  |  CEMENT, MORTAR, REFRACTORY  |  TILE, FIRE, REFRACTORY  |  FILTERS, NATURAL AND LPG GAS  |  GAS REGULATORS, GAUGES, FITTINGS, AND PARTS  |  AIR CONDITIONING, HEATING AND VENTILATION  |  VACUUM BREAKERS  |  VALVES, ALUMINUM  |  VALVES, BRASS, CHROME, COPPER  |  VALVES, BRONZE: ANGLE, BALL, CHECK, GATE, GLOBE, ETC.  |  VALVES, BUTTERFLY, ALL KINDS  |  VALVES, CHROME  (INACTIVE, PLEASE SEE COMMODITY CODE 670-69 EFFECTIVE JANUARY 1, 2016)  |  VALVES, FLUSH, ALL TYPES; AND PARTS  |  VALVES, DROP-OUT  |  VALVES, IRON BODY: ANGLE, CHECK, GATE, GLOBE, ETC.  |  VALVES, PLASTIC: BALL, CHECK, DIAPHRAGM, GLOBE, ETC.  |  VALVES, SEMI-STEEL  (INACTIVE, PLEASE SEE COMMODITY CODE 670-82 EFFECTIVE JANUARY 1, 2016)  |  VALVES, SOLENOID CONTROL  |  VALVES, STAINLESS STEEL: ANGLE, BALL, CHECK, GATE, GLOBE, ETC.  |  VALVES, STEEL: ANGLE, CHECK, GATE, GLOBE, ETC.  |  WATER HEATER, RESIDENTIAL  |  WATER HEATERS, COMMERCIAL  |  BOOSTER OR CIRCULATING PUMPS, IN-LINE  |  CENTRIFUGAL PUMPS, PORTABLE  |  CENTRIFUGAL PUMPS, STATIONARY  |  PROPORTIONING PUMPS: CHEMICAL FEED, METERING, POSITIVE DISPLACEMENT, AND INJECTOR PUMPS (SEE ALSO CLASS 820)  |  STEAM AND HOT WATER BOILERS AND STEAM HEATING EQUIPMENT  |  BOILERS, HIGH PRESSURE  |  BOILERS, LOW PRESSURE  |  BOILER PARTS AND ACCESSORIES (NOT OTHERWISE CLASSIFIED)  |  BURNERS, GAS AND OIL  |  COILS, STEAM HEATING  |  CONDENSATE RETURN SYSTEMS: VACUUM HEAT PUMPS, WET VACUUM PUMPS, ETC.  |  DRAFT FANS AND DRAFT GAUGES  |  RECYCLED STEAM AND HOT WATER BOILERS AND HEATING EQUIPMENT  |  HEATING, AIR CONDITIONING, AND VENTILATION MAINTENANCE, REPAIR AND INSTALLATION SERVICES  |  HEATING, VENTILATING AND AIR CONDITIONING (HVAC)  |  COOLING, HEATING, AND VENTILATING SYSTEM, A/C SYSTEM, HOSES, WATER PUMP, RADIATOR, HEATER AND ACCESSORIES, VENTILATION, ETC. MAINTENANCE AND REPAIR  |  PLUMBING EQUIPMENT AND FIXTURES MAINTENANCE AND REPAIR  |  BOILER MAINTENANCE AND REPAIR, STEAM, INCLUDING TESTING SERVICES, (SEE 941-56 FOR HYDROSTATIC TESTING)  |  HEATING, STEAM, EQUIPMENT MAINTENANCE AND REPAIR  |  TURBINES, STEAM, MAINTENANCE AND REPAIR"
